date,Temp_air_celsius,Hum_relative,Vitesse_vent_m_s,Vent_direction_moy_deg,Vent_direction_sd_deg,Rg_W_m2,Rg_kJ_m2,R_net_W_m2,R_net_corr_W_m2,Pluie_mm,Patm_kPa,NDVI_red_mV,NDVI_PIR_mV
27/09/2021 13:00,18.12,52.28,3.343,263.4,0.142,347.6,1.738,205.9,206.1,0,101.4,0.817,5.654
27/09/2021 13:30,18.39,51.3,3.923,242.5,0.143,423.9,2.12,260.7,261.2,0,101.5,1.056,7.077
27/09/2021 14:00,18.69,49.95,3.434,236.7,0.132,553.8,2.769,348.3,348.4,0,101.5,1.478,9.63
27/09/2021 14:30,18.61,51.57,2.925,240.1,0.137,376.2,1.881,223.1,223.1,0,101.5,0.974,6.504
27/09/2021 15:00,18.61,51.77,3.419,248.2,0.14,371.5,1.858,217.5,217.6,0,101.5,0.964,6.581
27/09/2021 15:30,18.53,49.85,3.403,254.5,0.148,335,1.675,189.5,189.5,0,101.6,0.87,6.119
27/09/2021 16:00,19,50.45,3.054,254.1,0.148,328.7,1.644,185.9,185.9,0,101.6,0.889,6.359
27/09/2021 16:30,18.94,48.29,3.129,244.5,0.142,220.6,1.103,101.5,101.5,0,101.6,0.611,4.405
27/09/2021 17:00,18.49,47.32,2.905,247.6,0.14,129.5,0.647,31.44,31.44,0,101.6,0.37,2.7
27/09/2021 17:30,17.47,52.46,2.338,244.5,0.14,51.35,0.257,-22.85,-22.85,0,101.7,0.151,0.979
27/09/2021 18:00,16.16,58.17,1.436,245.5,0.144,6.163,0.031,-54.16,-54.16,0,101.7,0.006,0.144
27/09/2021 18:30,15.01,61.99,1.061,244.8,0.141,0,0,-58.34,-58.34,0,101.8,0,0
27/09/2021 19:00,14.15,65.78,1.322,235.6,0.134,0,0,-58.57,-58.57,0,101.8,0,0
27/09/2021 19:30,14.01,68.05,1.966,245.9,0.145,0,0,-55.01,-55.01,0,101.8,0,0
27/09/2021 20:00,13.76,70.14,1.563,236,0.137,0,0,-53.58,-53.58,0,101.8,0,0
27/09/2021 20:30,13.26,72.72,1.429,234.8,0.134,0,0,-53.51,-53.51,0,101.9,0,0
27/09/2021 21:00,12.82,74.64,0.821,209.5,0.122,0,0,-51.76,-51.76,0,101.9,0,0
27/09/2021 21:30,11.71,79.29,0.685,187.6,0.152,0,0,-50.11,-50.11,0,101.9,0,0
27/09/2021 22:00,10.8,82.1,0.323,158.9,0.108,0,0,-45.45,-45.45,0,101.9,0,0
27/09/2021 22:30,10.46,85.6,0.386,186.8,0.163,0,0,-43.83,-43.83,0,102,0,0
27/09/2021 23:00,10.13,86.8,0.477,180.8,0.132,0,0,-46.84,-46.84,0,102,0,0
27/09/2021 23:30,9.46,86.8,0.112,182.2,0.08,0,0,-41.16,-41.16,0,102,0,0
28/09/2021 00:00,9,89,0.338,186,0.077,0,0,-40.7,-40.7,0,101.9,0,0
28/09/2021 00:30,9.4,89.7,0.328,167.4,0.134,0,0,-39.92,-39.92,0,101.9,0,0
28/09/2021 01:00,8.86,89.9,0.088,166.1,0.044,0,0,-27.63,-27.63,0,101.9,0,0
28/09/2021 01:30,8.89,90.4,0.003,217.3,0.009,0,0,-29.5,-29.5,0,101.9,0,0
28/09/2021 02:00,8.8,90.8,0.035,217.4,0.016,0,0,-32.29,-32.29,0,101.9,0,0
28/09/2021 02:30,8.96,91.6,0.18,201.9,0.105,0,0,-22.67,-22.67,0,101.9,0,0
28/09/2021 03:00,9.73,92,0.37,171.4,0.163,0,0,-22.14,-22.14,0,101.8,0,0
28/09/2021 03:30,9.82,91.4,0.357,154.9,0.113,0,0,-23.29,-23.29,0,101.8,0,0
28/09/2021 04:00,10.02,91.2,0.351,158.1,0.13,0,0,-21.91,-21.91,0,101.8,0,0
28/09/2021 04:30,10.36,91.1,0.445,164.8,0.149,0,0,-22.43,-22.43,0,101.8,0,0
28/09/2021 05:00,10.65,90.6,0.354,169.4,0.122,0,0,-23.79,-23.79,0,101.8,0,0
28/09/2021 05:30,10.65,90.2,0.372,138,0.107,0,0,-20.58,-20.58,0,101.8,0,0
28/09/2021 06:00,10.76,90.2,0.36,148.1,0.125,0,0,-21.47,-21.47,0,101.8,0,0
28/09/2021 06:30,10.76,90.1,0.3,149.7,0.127,3.302,0.017,-21.81,-21.81,0,101.8,0,0.049
28/09/2021 07:00,10.98,90.2,0.495,148.5,0.142,23.83,0.119,-16.32,-16.32,0,101.7,0.03,0.33
28/09/2021 07:30,11.88,89.6,0.787,166.9,0.149,93.5,0.467,24.2,24.2,0,101.7,0.176,1.519
28/09/2021 08:00,13.04,86.1,0.969,173.7,0.146,179.3,0.897,61.48,61.48,0,101.7,0.37,3.054
28/09/2021 08:30,15.03,77.59,1.899,179.2,0.145,286.9,1.435,132.5,132.5,0,101.7,0.59,4.893
28/09/2021 09:00,15.51,74.33,2.195,181.5,0.151,312,1.56,156.2,156.2,0,101.7,0.665,5.268
28/09/2021 09:30,16.51,70.12,2.311,182.9,0.148,390.9,1.955,215.3,215.3,9.2,101.7,0.9,6.754
28/09/2021 10:00,17.24,68.49,2.445,185.9,0.151,373.3,1.866,205.7,205.7,0,101.7,0.865,6.252
28/09/2021 10:30,17.78,66.8,2.548,201.1,0.146,348.7,1.743,201.2,201.2,0,101.7,0.8,5.999
28/09/2021 11:00,18.7,61.14,2.859,210.8,0.136,452.3,2.262,267.1,267.1,0,101.6,1.102,7.704
28/09/2021 11:30,18.39,61.8,3.122,206.1,0.141,200.2,1.001,111.6,111.7,0,101.6,0.439,3.547
28/09/2021 12:00,15.89,75.29,3.353,229.1,0.127,168.4,0.842,4.621,4.623,0.6,101.6,0.341,2.92
28/09/2021 12:30,16.73,74.14,2.215,212.6,0.136,424.3,2.121,238.6,238.6,0,101.5,0.928,7.03
28/09/2021 13:00,17.35,68.54,3.225,224.2,0.125,273.2,1.366,128.9,129.1,0,101.5,0.584,4.699
28/09/2021 13:30,18.09,63.02,3.448,214.3,0.135,443.5,2.218,272.7,272.9,0,101.5,1.059,7.45
28/09/2021 14:00,19.28,58.45,3.506,214.3,0.13,481.3,2.406,299.9,300.2,0,101.4,1.219,8.3
28/09/2021 14:30,18.29,60.11,3.54,237.7,0.131,222.3,1.111,130.7,130.8,0,101.4,0.477,3.922
28/09/2021 15:00,18.39,60.8,3.17,227.4,0.125,301.4,1.507,174.2,174.3,0,101.4,0.707,5.273
28/09/2021 15:30,18.34,60.93,3.124,234.8,0.135,122.6,0.613,26.55,26.52,0,101.4,0.261,2.214
28/09/2021 16:00,15.27,76.49,3.829,250.2,0.144,70.54,0.353,-63.04,-63.39,0,101.4,0.162,1.374
28/09/2021 16:30,15.12,76.35,2.384,226.5,0.128,58.38,0.292,6.365,6.364,0,101.4,0.119,1.094
28/09/2021 17:00,16.18,70.03,2.514,209,0.14,108.4,0.542,40.46,40.46,0,101.3,0.271,2.162
28/09/2021 17:30,16.38,67.82,2.904,210.7,0.138,28.35,0.142,-16.61,-16.61,0,101.3,0.041,0.427
28/09/2021 18:00,16.09,69.33,2.179,215.3,0.133,3.525,0.018,-33.81,-33.81,0,101.3,0,0.059
28/09/2021 18:30,15.84,71.16,1.968,215.6,0.135,0,0,-27.46,-27.46,0,101.3,0,0
28/09/2021 19:00,16.01,71.46,2.363,214.6,0.136,0,0,-22.59,-22.59,0,101.3,0,0
28/09/2021 19:30,15.59,74.88,3.048,195.2,0.15,0,0,-49.64,-49.64,0,101.3,0,0
28/09/2021 20:00,15.12,78.65,2.438,198.7,0.153,0,0,-34.08,-34.08,0,101.3,0,0
28/09/2021 20:30,14.99,80.9,2.1,203.9,0.143,0,0,-18.69,-18.69,0,101.3,0,0
28/09/2021 21:00,14.77,82.6,1.113,174.5,0.149,0,0,-18.97,-18.97,0,101.3,0,0
28/09/2021 21:30,14.46,83.9,1.541,186.8,0.154,0,0,-25.8,-25.8,0,101.3,0,0
28/09/2021 22:00,14.29,83.9,1.563,211.6,0.137,0,0,-43.19,-43.19,0,101.3,0,0
28/09/2021 22:30,14.42,80.8,2.344,238.5,0.134,0,0,-25,-25,0,101.3,0,0
28/09/2021 23:00,14.28,79.09,2.015,238.1,0.135,0,0,-43.45,-43.45,0,101.3,0,0
28/09/2021 23:30,14.06,80.7,1.775,238.4,0.14,0,0,-30.56,-30.56,0,101.3,0,0
29/09/2021 00:00,13.85,82.1,1.51,238,0.143,0,0,-23.45,-23.45,0,101.4,0,0
29/09/2021 00:30,13.96,82.6,1.449,243.4,0.143,0,0,-10.5,-10.5,0,101.4,0,0
29/09/2021 01:00,13.73,84.3,1.549,238.4,0.143,0,0,-47.21,-47.21,0,101.4,0,0
29/09/2021 01:30,13.22,86.3,1.38,234.3,0.131,0,0,-42.15,-42.15,0,101.4,0,0
29/09/2021 02:00,13.14,87.1,1.405,277.8,0.149,0,0,-28.52,-28.52,0,101.4,0,0
29/09/2021 02:30,13.16,83.5,1.463,308.4,0.126,0,0,-48.82,-48.82,0,101.5,0,0
29/09/2021 03:00,12.65,84.8,0.816,310.6,0.125,0,0,-31.51,-31.51,0,101.5,0,0
29/09/2021 03:30,12.2,82.9,1.031,277.4,0.151,0,0,-52.75,-52.75,0,101.5,0,0
29/09/2021 04:00,11.79,82.2,0.917,278.3,0.15,0,0,-56.39,-56.39,0,101.6,0,0
29/09/2021 04:30,11.17,83.5,0.754,262,0.152,0,0,-59.03,-59.03,0,101.6,0,0
29/09/2021 05:00,10.82,86.1,1.105,271.9,0.154,0,0,-60.54,-60.54,0,101.7,0,0
29/09/2021 05:30,10.83,86.8,1.428,279.8,0.15,0,0,-66.47,-66.47,0,101.7,0,0
29/09/2021 06:00,10.73,86.1,1.592,283.8,0.154,0,0,-67.6,-67.6,0,101.8,0,0.007
29/09/2021 06:30,10.5,86.1,1.567,284.5,0.15,7.075,0.035,-60.48,-60.48,0,101.8,0.001,0.157
29/09/2021 07:00,10.66,84.6,1.658,283.1,0.151,42.24,0.211,-49.82,-49.82,0,101.9,0.064,0.323
29/09/2021 07:30,11.56,79.94,2.23,283.5,0.149,136.5,0.682,16.51,16.51,0,101.9,0.177,1.137
29/09/2021 08:00,12.6,73.64,2.365,281.9,0.15,224.1,1.12,49.71,49.71,0,102,0.439,3.835
29/09/2021 08:30,13.61,69.58,2.295,290,0.141,305.9,1.53,101.1,101.1,0,102,0.625,5.123
29/09/2021 09:00,14.27,66.21,2.472,296.4,0.134,384.6,1.923,156.2,156.3,0,102.1,0.852,6.426
29/09/2021 09:30,14.71,64.32,2.824,302.3,0.13,453.5,2.267,210.4,210.5,0,102.1,1.04,7.734
29/09/2021 10:00,15.21,60.8,3.652,314.5,0.124,529.1,2.645,275.3,275.7,0,102.1,1.256,9.17
29/09/2021 10:30,15.58,57.31,3.274,316.2,0.124,480.7,2.403,268.5,268.8,0.2,102.2,1.155,8.34
29/09/2021 11:00,15.99,52.59,3.547,317.9,0.118,542.9,2.715,301.7,302,0,102.2,1.34,9.29
29/09/2021 11:30,16.25,50.98,3.407,318.5,0.12,566,2.83,324.6,325,0,102.2,1.421,9.75
29/09/2021 12:00,16.24,50.67,3.097,321.9,0.127,464.1,2.32,259.9,259.9,0,102.2,1.139,7.812
29/09/2021 12:30,16.22,48.37,3.084,314,0.128,423.6,2.118,235.9,236.1,0,102.3,1.058,7.244
29/09/2021 13:00,15.22,56.39,3.623,333.8,0.136,326.6,1.633,182.5,182.7,0,102.3,7.35,15
29/09/2021 13:30,15.93,54.64,2.708,329.6,0.132,474.2,2.371,272.2,272.2,0,102.3,4.813,8.29
29/09/2021 14:00,16.45,50.97,3.308,334,0.138,475,2.375,275.7,276,0,102.3,3.61,5.94
29/09/2021 14:30,16.61,48.41,2.58,326.1,0.122,504.1,2.52,286.9,286.9,0,102.3,3.576,5.862
29/09/2021 15:00,16.74,47.94,3.039,329,0.132,388.4,1.942,207.1,207.1,0,102.3,2.819,4.664
29/09/2021 15:30,16.96,45.87,2.75,335.5,0.135,377.5,1.887,198.8,198.8,0,102.4,2.781,4.716
29/09/2021 16:00,16.97,47.11,2.398,344.8,0.144,275.7,1.378,127.7,127.7,0,102.4,2.122,3.623
29/09/2021 16:30,16.19,50.15,2.56,340.1,0.138,196.5,0.982,71.76,71.76,0,102.4,1.604,2.784
29/09/2021 17:00,15.59,51.88,2.286,340.9,0.146,134,0.67,29.12,29.12,0,102.4,1.296,2.306
29/09/2021 17:30,14.85,53.99,1.212,349.8,0.151,49.39,0.247,-21.78,-21.78,0,102.5,0.521,0.915
29/09/2021 18:00,13.32,60.1,0.323,359.3,0.122,6.137,0.031,-43.32,-43.32,0,102.5,0.088,0.182
29/09/2021 18:30,11.57,69.59,0.145,336.6,0.093,0,0,-40.17,-40.17,0,102.5,0,0.007
29/09/2021 19:00,10.24,76.13,0.074,336.5,0.061,0,0,-35.99,-35.99,0,102.5,0,0
29/09/2021 19:30,9.6,79.88,0.166,336.6,0.103,0,0,-33.66,-33.66,0,102.6,0,0
29/09/2021 20:00,9.04,82.1,0.069,336.5,0.036,0,0,-34.07,-34.07,0,102.6,0,0
29/09/2021 20:30,8.58,85.1,0.016,333.8,0.023,0,0,-35.25,-35.25,0,102.6,0,0
29/09/2021 21:00,8.6,85.1,0.283,245.9,0.095,0,0,-34.4,-34.4,0,102.6,0,0
29/09/2021 21:30,7.98,85.8,0.157,246.5,0.071,0,0,-33.41,-33.41,0,102.6,0,0
29/09/2021 22:00,7.625,87.8,0.169,260.3,0.068,0,0,-41.86,-41.86,0,102.6,0,0
29/09/2021 22:30,7.032,88.2,0.143,265.6,0.097,0,0,-46.4,-46.4,0,102.6,0,0
29/09/2021 23:00,6.856,89.9,0.543,260,0.164,0,0,-46.01,-46.01,0,102.6,0,0
29/09/2021 23:30,6.498,89.6,0.293,250.9,0.117,0,0,-47.42,-47.42,0,102.6,0,0
30/09/2021 00:00,5.63,89.9,0.204,281.6,0.091,0,0,-43.83,-43.83,0,102.6,0,0
30/09/2021 00:30,5.254,91,0.065,305.4,0.05,0,0,-47.45,-47.45,0,102.6,0,0
30/09/2021 01:00,4.654,91.5,0.016,305.3,0.013,0,0,-43.38,-43.38,0,102.6,0,0
30/09/2021 01:30,4.342,91.9,0.132,305.3,0.072,0,0,-45.21,-45.21,0,102.6,0,0
30/09/2021 02:00,3.824,92.1,0.078,305.3,0.055,0,0,-43.29,-43.29,0,102.5,0,0
30/09/2021 02:30,3.621,92.6,0.105,305.3,0.065,0,0,-41.32,-41.32,0,102.5,0,0
30/09/2021 03:00,3.6,92.9,0.307,305.3,0.13,0,0,-41.37,-41.37,0,102.5,0,0
30/09/2021 03:30,3.335,92.8,0.044,305.4,0.03,0,0,-44.17,-44.17,0,102.5,0,0
30/09/2021 04:00,3.309,93.6,0.061,305.3,0.03,0,0,-42.32,-42.32,0,102.5,0,0
30/09/2021 04:30,3.209,93.1,0.122,305.3,0.059,0,0,-40.75,-40.75,0,102.5,0,0
30/09/2021 05:00,2.901,93.5,0.093,305.3,0.049,0,0,-39.5,-39.5,0,102.5,0,0
30/09/2021 05:30,2.899,94,0.068,305.3,0.026,0,0,-41.97,-41.97,0,102.5,0,0
30/09/2021 06:00,2.836,93.8,0.052,305.3,0.041,0,0,-40.62,-40.62,0,102.5,0,0
30/09/2021 06:30,2.807,94.1,0.139,305.4,0.053,7.978,0.04,-34.3,-34.3,0,102.5,0.063,0.117
30/09/2021 07:00,3.179,94.3,0.165,305.4,0.05,36.77,0.184,-15.07,-15.07,0,102.5,0.263,0.403
30/09/2021 07:30,4.838,95.2,0.077,304.6,0.052,114.7,0.573,21.4,21.4,0,102.5,0.782,1.389
30/09/2021 08:00,8.39,92.9,0.439,104.6,0.107,212.5,1.063,59.65,59.65,0,102.5,1.704,2.911
30/09/2021 08:30,10.28,87.1,0.891,161.5,0.133,281.1,1.406,100.5,100.5,0,102.4,2.384,3.841
30/09/2021 09:00,12.38,74.38,1.208,193.2,0.152,349.2,1.746,129.4,129.4,0,102.4,2.895,4.478
30/09/2021 09:30,14.24,63.03,2.038,182.8,0.156,418.8,2.094,192.5,192.5,0,102.4,3.51,5.291
30/09/2021 10:00,15.09,57.09,2.35,188.2,0.155,482.6,2.413,247.6,247.6,0,102.4,4.01,5.977
30/09/2021 10:30,15.89,55.39,2.673,197,0.15,534.1,2.67,290,290,0,102.4,4.395,6.496
30/09/2021 11:00,16.61,52.33,2.925,198.1,0.151,582.3,2.911,332.6,332.6,0,102.3,4.715,6.999
30/09/2021 11:30,17.15,50.49,3.037,206.2,0.137,619.8,3.099,373.5,373.5,0,102.3,5,7.452
30/09/2021 12:00,17.42,49.39,3.19,218.6,0.128,543.2,2.716,327.6,327.8,0,102.3,4.469,6.723
30/09/2021 12:30,17.6,49.78,3.434,223.3,0.127,505,2.525,312.8,313,0,102.2,4.544,7.058
30/09/2021 13:00,17.98,49.85,3.558,210.2,0.141,527.9,2.64,331.5,332.2,0,102.2,4.836,7.544
30/09/2021 13:30,18.04,50.03,3.267,217,0.131,381.6,1.908,226.5,226.6,0,102.1,3.6,5.657
30/09/2021 14:00,18.45,48.28,3.909,216.6,0.128,547.1,2.736,338.9,339.4,0,102.1,4.269,6.678
30/09/2021 14:30,18.52,48.5,4.022,223.3,0.125,461.2,2.306,279,279.7,0,102,3.615,5.683
30/09/2021 15:00,17.73,51.44,3.546,217.2,0.132,218.3,1.092,109.9,110.1,0,102,1.949,3.092
30/09/2021 15:30,17.78,52.81,3.192,211.8,0.141,270.1,1.35,149.5,149.5,0,102,2.337,3.816
30/09/2021 16:00,17.56,53.56,3.413,224.5,0.126,221.8,1.109,121.2,121.4,0,102,1.967,3.29
30/09/2021 16:30,17.2,55.02,2.806,225.8,0.131,122.3,0.612,45.06,45.07,0,101.9,1.105,1.807
30/09/2021 17:00,16.89,56.41,2.475,216.7,0.135,106,0.53,35.53,35.53,0,101.9,1.047,1.81
30/09/2021 17:30,16.45,58.88,2.125,209.8,0.137,45.69,0.228,-22.32,-22.32,0,101.9,0.475,0.762
30/09/2021 18:00,15.28,64.5,1.929,206,0.147,5.776,0.029,-37.73,-37.73,0,101.9,0.068,0.12
30/09/2021 18:30,14.69,67.67,1.842,203.8,0.149,0,0,-48.3,-48.3,0,101.9,0,0
30/09/2021 19:00,14.25,70.04,1.769,195.1,0.154,0,0,-54.51,-54.51,0,101.9,0,0
30/09/2021 19:30,13.97,71.69,1.373,192.6,0.153,0,0,-42.11,-42.11,0,101.9,0,0
30/09/2021 20:00,13.5,73.81,1.304,192.3,0.157,0,0,-38.76,-38.76,0,101.9,0,0
30/09/2021 20:30,13.31,74.61,1.136,183.5,0.147,0,0,-46.67,-46.67,0,101.9,0,0
30/09/2021 21:00,12.92,76.2,0.823,165.9,0.147,0,0,-47.34,-47.34,0,101.8,0,0
30/09/2021 21:30,12.81,76.52,1.204,184.4,0.145,0,0,-45.96,-45.96,0,101.8,0,0
30/09/2021 22:00,13.03,75.56,1.825,207.5,0.14,0,0,-46.17,-46.17,0,101.8,0,0
30/09/2021 22:30,12.94,76.43,1.898,202.6,0.146,0,0,-44.62,-44.62,0,101.8,0,0
30/09/2021 23:00,12.68,78.42,1.361,202.6,0.152,0,0,-28.18,-28.18,0,101.7,0,0
30/09/2021 23:30,13.05,78.33,1.581,204.5,0.149,0,0,-6.664,-6.664,0,101.7,0,0
01/10/2021 00:00,13.68,77.51,1.859,209.4,0.141,0,0,-5.878,-5.878,0,101.7,0,0
01/10/2021 00:30,13.92,76.78,2.091,202.6,0.147,0,0,-7.572,-7.572,0,101.6,0,0
01/10/2021 01:00,13.9,77.24,2.149,190,0.151,0,0,-6.989,-6.989,0,101.6,0,0
01/10/2021 01:30,13.95,77.55,1.859,185.7,0.157,0,0,-9.57,-9.57,0,101.5,0,0
01/10/2021 02:00,13.94,78.34,1.579,182.4,0.149,0,0,-6.864,-6.864,0,101.5,0,0
01/10/2021 02:30,14.03,78.98,1.552,188.9,0.154,0,0,-8.87,-8.87,0,101.4,0,0
01/10/2021 03:00,14.21,78.43,2.285,187.8,0.155,0,0,-15.41,-15.41,0,101.4,0,0
01/10/2021 03:30,14.1,79.42,2.108,184.7,0.153,0,0,-15.67,-15.67,0,101.3,0,0
01/10/2021 04:00,14.44,78.18,3.086,198.4,0.15,0,0,-15.17,-15.18,0,101.3,0,0
01/10/2021 04:30,14.38,79.39,2.833,195.1,0.154,0,0,-25.98,-25.98,0,101.3,0,0
01/10/2021 05:00,14.23,81.2,2.504,190,0.158,0,0,-25.88,-25.88,0,101.2,0,0
01/10/2021 05:30,14.35,81,2.882,197.1,0.151,0,0,-19.11,-19.11,0,101.2,0,0
01/10/2021 06:00,14.38,81.5,2.73,195.3,0.151,0,0,-12.28,-12.28,0,101.2,0,0
01/10/2021 06:30,14.4,82.3,2.533,186.9,0.16,2.434,0.012,-8.01,-8.01,0,101.2,0.009,0.043
01/10/2021 07:00,14.48,83.5,2.238,185.3,0.148,13.52,0.068,-25.36,-25.36,0,101.2,0.136,0.247
01/10/2021 07:30,14.49,84.3,2.167,182.6,0.152,43.47,0.217,-3.573,-3.573,0,101.1,0.36,0.691
01/10/2021 08:00,14.58,84.4,2.245,193.3,0.15,24.45,0.122,-1.242,-1.242,0,101.2,0.23,0.408
01/10/2021 08:30,14.5,86.6,2.8,189.3,0.157,3.501,0.018,-29.03,-29.03,3.6,101.2,0.006,0.011
01/10/2021 09:00,14.52,89.5,2.498,185.3,0.153,60.44,0.302,4.777,4.777,2.2,101.1,0.279,0.546
01/10/2021 09:30,15.17,89.8,3.587,200.9,0.146,99.5,0.497,22.97,22.96,0.6,101.1,0.496,0.941
01/10/2021 10:00,15.36,89.2,3.573,198.9,0.155,36.39,0.182,-14.02,-14.04,2.4,101.1,0.202,0.332
01/10/2021 10:30,15.33,89.8,3.35,201.3,0.146,52.2,0.261,-1.725,-1.733,2,101.1,0.281,0.485
01/10/2021 11:00,15.6,89.9,3.374,196.9,0.153,115.1,0.575,21.28,21.29,1,101.1,0.585,1.118
01/10/2021 11:30,16.07,90.1,2.755,198.1,0.15,203.7,1.018,66.51,66.52,0.2,101.1,1.051,2.004
01/10/2021 12:00,16.71,89.4,2.939,207.6,0.145,247.1,1.235,106.8,106.8,0,101,1.31,2.523
01/10/2021 12:30,16.87,88.5,2.489,218,0.13,195.8,0.979,57.59,57.59,0,101,1.031,2.009
01/10/2021 13:00,17.75,86.3,2.086,223.2,0.125,307.7,1.538,185.2,185.2,0,101,1.664,3.079
01/10/2021 13:30,18.65,81.2,2.155,247.2,0.138,371.1,1.856,230.5,230.5,0,101,1.988,3.534
01/10/2021 14:00,19.44,74.65,2.147,270.4,0.144,389.6,1.948,239.4,239.4,0,101,1.995,3.513
01/10/2021 14:30,19.33,69.12,2.636,301.1,0.126,208.1,1.041,124.1,124.1,0,101,1.161,2.151
01/10/2021 15:00,17.01,73.8,3.002,340.4,0.14,137.9,0.69,72.27,72.29,0,101,0.771,1.413
01/10/2021 15:30,17.13,73.84,2.548,340.7,0.141,257.4,1.287,143.1,143.1,0,101,1.423,2.582
01/10/2021 16:00,18.13,68.64,2.344,340.8,0.143,246.5,1.232,122,122,0,101,1.324,2.349
01/10/2021 16:30,18.08,66.64,1.714,324.6,0.132,184,0.92,76.37,76.37,0,101,1.136,1.998
01/10/2021 17:00,18.25,66.44,0.887,317.6,0.112,89.6,0.448,18.62,18.62,0,101.1,0.647,1.134
01/10/2021 17:30,18.46,67.49,0.233,309.5,0.072,55.71,0.279,12.25,12.25,0,101.1,0.416,0.847
01/10/2021 18:00,16.96,74.97,0.071,308.9,0.038,1.168,0.006,-33.25,-33.25,0,101.1,0.018,0.027
01/10/2021 18:30,15.26,82.9,1.025,286.5,0.093,0,0,-18.25,-18.25,1.8,101.1,0,0
01/10/2021 19:00,14.22,86.5,0.925,4.777,0.147,0,0,-28.26,-28.26,2.8,101.1,0,0
01/10/2021 19:30,13.97,88.6,0.306,261.6,0.1,0,0,-22.36,-22.36,0.2,101.1,0,0
01/10/2021 20:00,13.77,89.5,0.257,245.6,0.101,0,0,-23.47,-23.47,0,101.2,0,0
01/10/2021 20:30,12.98,89.6,0.098,245.5,0.049,0,0,-47.74,-47.74,0,101.2,0,0
01/10/2021 21:00,11.92,90.4,0.018,245.5,0.024,0,0,-42.21,-42.21,0,101.2,0,0
01/10/2021 21:30,11.4,91.1,0.171,140.7,0.066,0,0,-35.14,-35.14,0,101.2,0,0
01/10/2021 22:00,11.07,91.7,0.048,135.6,0.028,0,0,-30.46,-30.46,0,101.2,0,0
01/10/2021 22:30,11.6,92.7,0.47,206.1,0.113,0.054,0,-14.04,-14.04,0,101.2,0,0
01/10/2021 23:00,11.7,92.3,0.1,210.7,0.035,0,0,-25.63,-25.63,0,101.2,0,0
01/10/2021 23:30,11.51,92.6,0.044,208.3,0.034,0,0,-28.13,-28.13,0,101.1,0,0
02/10/2021 00:00,11.13,92.6,0.142,167.4,0.077,0,0,-38.85,-38.85,0,101.1,0,0
02/10/2021 00:30,10.35,92.9,0.181,165.6,0.092,0,0,-39.58,-39.58,0,101.1,0,0
02/10/2021 01:00,10.46,93.5,0.611,177.9,0.148,0,0,-36.71,-36.71,0,101,0,0
02/10/2021 01:30,10.77,93.6,0.656,178.7,0.154,0,0,-38.62,-38.62,0,101,0,0
02/10/2021 02:00,10.5,93.4,0.261,176.8,0.138,0,0,-37.72,-37.72,0,101,0,0
02/10/2021 02:30,10.31,93.8,0.5,146.2,0.14,0,0,-17.25,-17.25,0,100.9,0,0
02/10/2021 03:00,10.88,94.1,0.797,173.7,0.156,0,0,-8.31,-8.31,0,100.8,0,0
02/10/2021 03:30,11.48,94,1.061,172.3,0.15,0,0,-7.592,-7.592,0,100.8,0,0
02/10/2021 04:00,11.75,93.9,0.973,166.5,0.141,0,0,-7.082,-7.082,0,100.7,0,0
02/10/2021 04:30,11.86,93.8,1.257,181.4,0.155,0,0,-4.48,-4.48,0.8,100.6,0,0
02/10/2021 05:00,12.04,93.8,1.25,162.8,0.141,0,0,-4.439,-4.439,0.8,100.6,0,0
02/10/2021 05:30,12.56,93.9,2.215,179.2,0.148,0,0,-3.778,-3.778,1,100.5,0,0
02/10/2021 06:00,12.83,93.6,1.599,175.2,0.158,0.011,0,-3.236,-3.236,1,100.5,0,0
02/10/2021 06:30,12.97,93.5,1.792,193.2,0.142,0.827,0.004,-1.752,-1.752,2.4,100.4,0,0
02/10/2021 07:00,13.25,93.5,1.318,206.6,0.138,3.843,0.019,0.073,0.073,2,100.4,0,0.013
02/10/2021 07:30,13.97,93.4,2.468,186.2,0.15,33.67,0.168,14.68,14.68,0.6,100.3,0.183,0.334
02/10/2021 08:00,14.55,92.4,3.795,188.1,0.157,26.43,0.132,10.95,10.99,0.4,100.3,0.136,0.276
02/10/2021 08:30,15.21,90.3,4.026,187.7,0.153,46.5,0.233,39.03,39.14,0,100.2,0.25,0.423
02/10/2021 09:00,15.58,88,4.098,189.9,0.157,23.36,0.117,-7.977,-8,1.2,100.1,0.131,0.225
02/10/2021 09:30,15.7,87.7,4.588,202.1,0.15,28.73,0.144,-31.33,-31.63,1.8,100.1,0.184,0.27
02/10/2021 10:00,15.93,87.7,3.985,190.8,0.151,104.5,0.522,1.898,1.864,1,100,0.586,1.071
02/10/2021 10:30,16.23,87.3,3.711,184,0.153,127.8,0.639,21.19,21.24,0.2,99.9,0.682,1.355
02/10/2021 11:00,16.45,84.7,5.117,190.6,0.149,146.6,0.733,10.65,10.68,0.2,99.8,0.833,1.551
02/10/2021 11:30,16.18,84.5,4.816,188.5,0.153,84.3,0.421,-21.82,-22.22,1.8,99.7,0.476,0.88
02/10/2021 12:00,16.08,87.3,4.666,187.8,0.152,62.56,0.313,-14.55,-14.71,2.8,99.6,0.357,0.612
